id,departure city,discount,price,no of items,location,class,segment,sub-class,delivery_type,RID,profit,address code,departure state
267,Columbus,0.2,8.32,5,East,qexty,Consumer,shorts,Second Class,1542,2.288,43229,Ohio
268,New York City,0,108.92,14,East,kariox,Consumer,phone,Second Class,3442,49.014,10024,New York
269,Richmond,0,146.76,3,South,kariox,Corporate,battery,Second Class,7015,38.1576,40475,Kentucky
270,Richmond,0,32.96,2,South,fynota,Corporate,chocolates,Second Class,7016,14.1728,40475,Kentucky
271,Richmond,0,587.97,3,South,fynota,Corporate,colddrinks,Second Class,7017,164.6316,40475,Kentucky
272,Richmond,0,14.94,3,South,kariox,Corporate,phone,Second Class,7018,7.0218,40475,Kentucky
273,Roseville,0,7.98,3,West,kariox,Consumer,television,Standard Class,8300,2.0748,95661,California
274,Columbus,0.2,10.464,6,East,kariox,Consumer,lighting,Second Class,1543,1.7004,43229,Ohio
275,Huntington Beach,0,3.38,1,West,kariox,Corporate,television,Standard Class,1892,1.2506,92646,California
276,Logan,0.2,62.048,2,West,kariox,Consumer,headset,Standard Class,4681,20.1656,84321,Utah
277,Logan,0,21.36,2,West,kariox,Consumer,laptop,Standard Class,4680,5.7672,84321,Utah
278,Logan,0,82.8,12,West,fynota,Consumer,chocolates,Standard Class,4679,6.624,84321,Utah
279,Denver,0.2,83.168,4,West,kariox,Consumer,television,Standard Class,2102,9.3564,80219,Colorado
280,Logan,0,80.98,1,West,kariox,Consumer,laptop,Standard Class,4678,3.2392,84321,Utah
281,Logan,0.2,33.088,4,West,kariox,Consumer,headset,Standard Class,4677,11.1672,84321,Utah
282,Chesapeake,0,1139.92,4,South,qexty,Home Office,tshirts,Standard Class,2841,284.98,23320,Virginia
283,Houston,0.2,2.688,2,Central,kariox,Consumer,television,Standard Class,6569,1.008,77095,Texas
284,Houston,0.3,317.058,3,Central,qexty,Consumer,tshirts,Standard Class,6570,-18.1176,77095,Texas
285,Houston,0.2,149.352,3,Central,kariox,Consumer,watch,Standard Class,6571,50.4063,77095,Texas
286,Houston,0.2,227.976,3,Central,fynota,Consumer,chocolates,Standard Class,6572,28.497,77095,Texas
287,San Jose,0,76.14,3,West,qexty,Home Office,shorts,Second Class,4570,26.649,95123,California
288,Arlington,0,58.05,3,South,kariox,Consumer,headset,Second Class,7843,26.703,22204,Virginia
289,Arlington,0,71.28,11,South,kariox,Consumer,phone,Second Class,7844,34.2144,22204,Virginia
290,Houston,0.3,744.1,5,Central,qexty,Consumer,hoodies,Second Class,5076,-95.67,77070,Texas
291,Troy,0,247.84,8,East,kariox,Corporate,watch,Second Class,7164,121.4416,12180,New York
292,Houston,0.3,401.59,2,Central,qexty,Consumer,hoodies,Second Class,5078,-131.951,77070,Texas
293,Los Angeles,0,59.92,4,West,qexty,Consumer,shorts,Standard Class,6850,27.5632,90045,California
294,Los Angeles,0.2,16.52,5,West,kariox,Consumer,headset,Standard Class,1173,5.5755,90008,California
295,Los Angeles,0,11.62,2,West,kariox,Consumer,lighting,Standard Class,3536,3.6022,90049,California
296,Henderson,0,828.84,6,South,kariox,Corporate,laptop,Standard Class,9075,0,42420,Kentucky
297,Houston,0.2,44.84,5,Central,kariox,Consumer,laptop,Second Class,5077,5.605,77070,Texas
298,Philadelphia,0.4,71.928,12,East,fynota,Corporate,colddrinks,Second Class,344,8.3916,19140,Pennsylvania
299,Los Angeles,0,13.12,4,West,kariox,Consumer,television,Standard Class,3534,3.8048,90049,California
300,Los Angeles,0.2,287.968,4,West,fynota,Consumer,sweets,Standard Class,3533,97.1892,90049,California
301,Wilmington,0.2,39.072,6,South,kariox,Corporate,television,Standard Class,404,9.768,28403,North Carolina
302,Los Angeles,0,187.76,4,West,qexty,Home Office,shorts,Same Day,7658,76.9816,90049,California
303,Los Angeles,0,106.96,2,West,kariox,Home Office,battery,Same Day,7657,31.0184,90049,California
304,Baltimore,0,7.83,3,East,kariox,Home Office,tablet,Standard Class,6708,3.6018,21215,Maryland
305,Philadelphia,0.2,30.992,13,East,kariox,Corporate,lighting,Second Class,343,10.0724,19140,Pennsylvania
306,Philadelphia,0.7,509.97,10,East,kariox,Corporate,headset,Second Class,342,-407.976,19140,Pennsylvania
307,Philadelphia,0.2,17.856,4,East,kariox,Corporate,television,Second Class,341,1.116,19140,Pennsylvania
308,Lodi,0,39.68,2,West,kariox,Corporate,television,Standard Class,9850,16.2688,95240,California
309,Bloomington,0,32.4,5,Central,kariox,Consumer,phone,Standard Class,9098,15.552,47401,Indiana
310,Redondo Beach,0.15,308.499,3,West,qexty,Corporate,pants,Standard Class,2797,-18.147,90278,California
311,Troy,0.2,9.912,3,East,kariox,Corporate,headset,Second Class,7165,3.3453,12180,New York
312,Redondo Beach,0.2,18.088,7,West,kariox,Corporate,headset,Standard Class,2796,6.5569,90278,California
313,Los Angeles,0,10.75,5,West,kariox,Consumer,television,Standard Class,3535,3.5475,90049,California
314,Philadelphia,0.7,2.502,3,East,kariox,Corporate,headset,First Class,1449,-1.7514,19134,Pennsylvania
315,Baltimore,0,3.15,1,East,kariox,Corporate,tablet,Standard Class,1777,1.512,21215,Maryland
316,Columbus,0.3,281.372,2,East,qexty,Home Office,tshirts,Standard Class,3407,-12.0588,43229,Ohio
317,Redondo Beach,0.2,438.368,4,West,fynota,Corporate,colddrinks,Standard Class,2795,38.3572,90278,California
318,Louisville,0,826,5,South,kariox,Consumer,laptop,First Class,8637,214.76,40214,Kentucky
319,Louisville,0,174.95,5,South,kariox,Consumer,television,First Class,8636,45.487,40214,Kentucky
320,Jackson,0,47.79,3,South,fynota,Consumer,chocolates,Second Class,5005,16.2486,39212,Mississippi
321,Dover,0,19.98,2,East,fynota,Consumer,colddrinks,Standard Class,8267,5.1948,19901,Delaware
322,Memphis,0.2,99.92,5,South,kariox,Corporate,laptop,Standard Class,6376,-1.249,38109,Tennessee
323,Memphis,0.2,561.584,2,South,qexty,Corporate,tshirts,Standard Class,6375,70.198,38109,Tennessee
324,Lake Charles,0,17.94,3,South,kariox,Consumer,headset,Second Class,2892,8.6112,70601,Louisiana
325,Lake Charles,0,51.96,2,South,qexty,Consumer,tshirts,Second Class,2891,12.99,70601,Louisiana
326,Rochester,0,17.46,2,East,qexty,Consumer,shorts,Standard Class,885,5.9364,14609,New York
327,Jamestown,0,159.98,2,East,fynota,Corporate,chocolates,Standard Class,8921,57.5928,14701,New York
328,San Francisco,0.2,1679.96,5,West,fynota,Consumer,colddrinks,First Class,8452,125.997,94122,California
329,Newark,0.2,177.568,2,East,kariox,Corporate,laptop,Standard Class,3611,-37.7332,43055,Ohio
330,Newark,0.2,27.096,3,East,kariox,Corporate,laptop,Standard Class,3610,2.0322,43055,Ohio
331,Newark,0.2,6.912,3,East,kariox,Corporate,tablet,Standard Class,3609,2.5056,43055,Ohio
332,Baltimore,0,5.34,2,East,kariox,Corporate,television,Standard Class,1776,1.4952,21215,Maryland
333,Baltimore,0,497.61,9,East,kariox,Corporate,laptop,Standard Class,1775,129.3786,21215,Maryland
334,Columbus,0.7,7.488,8,East,kariox,Home Office,headset,Standard Class,3408,-5.2416,43229,Ohio
335,Columbus,0.2,22.336,4,East,qexty,Home Office,shorts,Standard Class,3409,7.8176,43229,Ohio
336,San Francisco,0,48.91,1,West,kariox,Home Office,phone,Second Class,9290,22.9877,94109,California
337,Houston,0.2,10.368,2,Central,kariox,Home Office,phone,Standard Class,1749,3.6288,77095,Texas
338,Houston,0.2,6.24,3,Central,kariox,Home Office,television,Standard Class,1750,0.546,77095,Texas
339,Wilmington,0.2,302.376,3,South,fynota,Consumer,colddrinks,Standard Class,2714,37.797,28403,North Carolina
340,Columbus,0.3,281.372,2,East,qexty,Home Office,tshirts,Standard Class,3406,-12.0588,43229,Ohio
341,San Gabriel,0,303.25,5,West,qexty,Home Office,shorts,Standard Class,4376,63.6825,91776,California
342,San Gabriel,0.2,1487.04,5,West,qexty,Home Office,tshirts,Standard Class,4378,148.704,91776,California
343,Los Angeles,0.2,230.28,3,West,qexty,Corporate,tshirts,Standard Class,2615,23.028,90049,California
344,Los Angeles,0.2,18.288,6,West,kariox,Corporate,headset,Standard Class,2616,5.715,90049,California
345,Los Angeles,0,21.4,5,West,kariox,Home Office,television,Standard Class,7197,6.206,90036,California
346,Los Angeles,0,12.6,2,West,kariox,Home Office,tablet,Standard Class,7198,5.796,90036,California
347,Baltimore,0,20.86,2,East,kariox,Corporate,headset,Standard Class,1774,9.387,21215,Maryland
348,San Gabriel,0,270.72,3,West,kariox,Home Office,battery,Standard Class,4377,78.5088,91776,California
349,Redondo Beach,0.2,1075.088,14,West,fynota,Corporate,colddrinks,Standard Class,2794,94.0702,90278,California
350,Lafayette,0,12.96,2,South,kariox,Corporate,phone,Standard Class,5124,6.3504,70506,Louisiana
351,Great Falls,0.2,105.584,2,West,fynota,Consumer,colddrinks,Standard Class,8359,9.2386,59405,Montana
352,Dearborn Heights,0,13.89,3,Central,kariox,Consumer,television,Second Class,9509,4.5837,48127,Michigan
353,Dearborn Heights,0,40.2,5,Central,kariox,Consumer,headset,Second Class,9508,18.09,48127,Michigan
354,Dearborn Heights,0,26.7,2,Central,kariox,Consumer,television,Second Class,9507,7.476,48127,Michigan
355,Decatur,0.2,52.096,4,Central,kariox,Corporate,laptop,First Class,3880,3.9072,62521,Illinois
356,Decatur,0.2,49.632,4,Central,kariox,Corporate,laptop,First Class,3879,3.7224,62521,Illinois
357,Alexandria,0,4164.05,5,South,kariox,Corporate,charger,Second Class,3281,83.281,22304,Virginia
358,Alexandria,0,22.96,7,South,kariox,Corporate,television,Second Class,3280,6.6584,22304,Virginia
359,Alexandria,0,12.96,2,South,kariox,Corporate,phone,Second Class,3279,6.3504,22304,Virginia
360,Alexandria,0,28.99,1,South,fynota,Corporate,colddrinks,Second Class,3278,8.4071,22304,Virginia
361,Alexandria,0,22.96,7,South,kariox,Corporate,television,Second Class,3277,7.5768,22304,Virginia
362,New York City,0,55.48,1,East,kariox,Home Office,phone,First Class,711,26.6304,10035,New York
363,Lafayette,0,19.44,3,South,kariox,Corporate,phone,Standard Class,5123,9.3312,70506,Louisiana
364,Lafayette,0,99.98,2,South,fynota,Corporate,chocolates,Standard Class,5122,42.9914,70506,Louisiana
365,Lafayette,0,232.55,5,South,kariox,Corporate,laptop,Standard Class,5121,9.302,70506,Louisiana
366,Dearborn Heights,0,689.82,6,Central,kariox,Consumer,laptop,Second Class,9510,20.6946,48127,Michigan
367,Los Angeles,0.2,7.184,2,West,kariox,Corporate,headset,First Class,4845,2.245,90008,California
368,Detroit,0,5.47,1,Central,qexty,Consumer,shorts,Standard Class,3955,2.3521,48205,Michigan
369,San Francisco,0,18.9,6,West,kariox,Home Office,tablet,Standard Class,1561,9.072,94109,California
370,Los Angeles,0,159.98,2,West,fynota,Corporate,chocolates,Standard Class,9886,57.5928,90008,California
371,Los Angeles,0,62.31,3,West,fynota,Corporate,chocolates,Standard Class,9885,22.4316,90008,California
372,Los Angeles,0,11.16,2,West,kariox,Corporate,watch,Standard Class,9884,5.58,90008,California
373,Virginia Beach,0,177.68,2,South,qexty,Corporate,shorts,Standard Class,8920,46.1968,23464,Virginia
374,Houston,0.2,33.488,7,Central,kariox,Consumer,phone,Second Class,8828,10.465,77095,Texas
375,Houston,0.2,26.72,5,Central,kariox,Consumer,phone,Second Class,8827,9.352,77095,Texas
376,Athens,0,154.9,5,South,kariox,Consumer,battery,Standard Class,5685,40.274,30605,Georgia
377,Athens,0,1049.93,7,South,fynota,Consumer,colddrinks,Standard Class,5684,293.9804,30605,Georgia
378,Athens,0,15.84,3,South,kariox,Consumer,phone,Standard Class,5683,7.128,30605,Georgia
379,Revere,0,66.96,4,East,kariox,Corporate,laptop,Standard Class,7954,2.6784,2151,Massachusetts
380,Vallejo,0.2,17.088,4,West,kariox,Consumer,headset,Second Class,1374,5.5536,94591,California
381,Vallejo,0,29.6,2,West,kariox,Consumer,tablet,Second Class,1373,14.8,94591,California
382,Detroit,0,79.36,4,Central,kariox,Consumer,television,Standard Class,3956,23.808,48205,Michigan
383,Richmond,0,115.36,7,South,kariox,Corporate,headset,Standard Class,9912,56.5264,40475,Kentucky
384,Revere,0,6.24,2,East,kariox,Corporate,headset,Standard Class,7955,3.0576,2151,Massachusetts
385,Philadelphia,0.2,10.304,1,East,kariox,Home Office,charger,First Class,1405,-2.1896,19143,Pennsylvania
386,Glendale,0.2,19.008,3,West,kariox,Corporate,phone,Standard Class,3837,6.8904,85301,Arizona
387,Decatur,0,1215.92,8,South,qexty,Corporate,hoodies,Standard Class,5927,316.1392,35601,Alabama
388,Chandler,0.2,49.792,8,West,kariox,Home Office,lighting,Standard Class,6381,-11.8256,85224,Arizona
389,Concord,0.2,99.592,1,West,qexty,Home Office,hoodies,Standard Class,7047,2.4898,94521,California
390,Concord,0,399.96,4,West,fynota,Home Office,chocolates,Standard Class,7048,139.986,94521,California
391,Toledo,0.4,172.11,1,East,qexty,Consumer,hoodies,Standard Class,7410,-94.6605,43615,Ohio
392,Glendale,0.2,2.368,2,West,kariox,Corporate,lighting,Standard Class,3836,0.8288,85301,Arizona
393,Miami,0.2,6.912,3,South,kariox,Consumer,lighting,Second Class,3774,2.3328,33180,Florida
394,Miami,0.2,10.368,2,South,kariox,Consumer,phone,Second Class,3776,3.6288,33180,Florida
395,Miami,0.2,335.944,7,South,fynota,Consumer,chocolates,Second Class,3777,41.993,33180,Florida
396,Lewiston,0.2,9.584,1,West,kariox,Consumer,headset,Standard Class,4578,3.3544,83501,Idaho
397,Austin,0.2,758.352,6,Central,fynota,Home Office,colddrinks,Second Class,4862,265.4232,78745,Texas
398,Great Falls,0,87.08,7,West,kariox,Consumer,laptop,Standard Class,8358,24.3824,59405,Montana
399,Lancaster,0.7,44.91,6,East,kariox,Corporate,headset,Standard Class,869,-35.928,17602,Pennsylvania
400,Miami,0.2,383.976,3,South,fynota,Consumer,chocolates,Second Class,3775,81.5949,33180,Florida
401,Marietta,0,200.97,3,South,fynota,Home Office,colddrinks,Same Day,6254,50.2425,30062,Georgia
402,Great Falls,0,217.44,6,West,fynota,Consumer,chocolates,Standard Class,8360,91.3248,59405,Montana
403,Columbia,0,122.97,3,South,kariox,Corporate,phone,Standard Class,4178,60.2553,29203,South Carolina
404,Marietta,0,58.32,9,South,kariox,Home Office,phone,Same Day,6253,27.9936,30062,Georgia
405,Philadelphia,0.2,116.784,2,East,fynota,Home Office,chocolates,First Class,1407,21.897,19143,Pennsylvania
406,Seattle,0,33.9,2,West,fynota,Corporate,chocolates,Standard Class,5037,2.034,98115,Washington
407,Los Angeles,0,91.96,2,West,qexty,Corporate,shorts,Standard Class,6016,15.6332,90049,California
408,Los Angeles,0,33.11,7,West,qexty,Corporate,shorts,Standard Class,6017,12.9129,90049,California
409,Los Angeles,0,19.44,3,West,kariox,Corporate,phone,Standard Class,6018,9.3312,90049,California
410,Seattle,0,653.55,3,West,qexty,Corporate,hoodies,Standard Class,5036,111.1035,98115,Washington
411,Los Angeles,0,70.95,3,West,kariox,Corporate,television,Second Class,8839,18.447,90004,California
412,Los Angeles,0,55.48,1,West,kariox,Corporate,phone,Standard Class,6019,26.6304,90049,California
413,Mobile,0,8.96,2,South,qexty,Consumer,shorts,First Class,3482,2.7776,36608,Alabama
414,Columbia,0,629.95,5,South,fynota,Corporate,colddrinks,Standard Class,4177,163.787,29203,South Carolina
415,Los Angeles,0,299.97,3,West,fynota,Corporate,chocolates,Second Class,8841,131.9868,90004,California
416,Los Angeles,0.2,65.568,2,West,kariox,Corporate,headset,Second Class,8840,23.7684,90004,California
417,Philadelphia,0.4,154.764,3,East,qexty,Home Office,hoodies,First Class,1406,-36.1116,19143,Pennsylvania
418,Bellevue,0,12.96,2,West,kariox,Consumer,phone,Standard Class,6628,6.2208,98006,Washington
419,Lawrence,0,17.94,3,East,kariox,Home Office,phone,Standard Class,5878,8.7906,1841,Massachusetts
420,Philadelphia,0.2,21.168,9,East,kariox,Consumer,television,Standard Class,609,2.3814,19134,Pennsylvania
421,Philadelphia,0.7,3.282,2,East,kariox,Consumer,headset,Standard Class,608,-2.6256,19134,Pennsylvania
422,Decatur,0,44.95,1,South,fynota,Consumer,colddrinks,Standard Class,3269,12.586,35601,Alabama
423,Decatur,0,135.98,2,South,fynota,Consumer,colddrinks,Standard Class,3268,33.995,35601,Alabama
424,Houston,0.8,18.24,3,Central,kariox,Consumer,headset,Second Class,9795,-31.008,77070,Texas
425,Houston,0.2,4.832,1,Central,kariox,Consumer,phone,Second Class,9794,1.6308,77070,Texas
426,Houston,0.3,107.772,2,Central,qexty,Consumer,tshirts,Second Class,9793,-29.2524,77070,Texas
427,Houston,0.2,56.064,6,Central,kariox,Consumer,watch,Second Class,9792,21.024,77070,Texas
428,Lawrence,0,245.88,6,East,kariox,Home Office,battery,Standard Class,5879,68.8464,1841,Massachusetts
429,Philadelphia,0.4,55.188,2,East,fynota,Consumer,colddrinks,Standard Class,610,-10.1178,19134,Pennsylvania
430,San Marcos,0.2,10.368,2,Central,kariox,Corporate,phone,Second Class,8582,3.6288,78666,Texas
431,San Diego,0,31.84,8,West,kariox,Home Office,television,Standard Class,3079,10.5072,92037,California
432,Virginia Beach,0,617.97,3,South,fynota,Corporate,colddrinks,Standard Class,996,173.0316,23464,Virginia
433,Virginia Beach,0,2715.93,7,South,kariox,Corporate,headset,Standard Class,995,1276.4871,23464,Virginia
434,San Marcos,0.2,66.96,5,Central,kariox,Corporate,laptop,Second Class,8584,-13.392,78666,Texas
435,San Marcos,0.2,20.784,2,Central,fynota,Corporate,chocolates,Second Class,8583,-3.6372,78666,Texas
436,New York City,0.2,17.96,5,East,kariox,Consumer,headset,Standard Class,7011,5.837,10035,New York
437,San Marcos,0.6,10.332,3,Central,qexty,Corporate,shorts,Second Class,8581,-5.9409,78666,Texas
438,Dover,0,139.86,7,East,qexty,Corporate,shorts,Second Class,2132,60.1398,3820,New Hampshire
439,Dover,0,38.52,9,East,kariox,Corporate,television,Second Class,2131,11.9412,3820,New Hampshire
440,Dover,0,33.28,4,East,kariox,Corporate,battery,Second Class,2130,9.3184,3820,New Hampshire
441,Virginia Beach,0,34.2,5,South,kariox,Consumer,charger,First Class,9603,9.234,23464,Virginia
442,Midland,0,57.42,9,Central,kariox,Consumer,headset,Standard Class,4143,26.4132,48640,Michigan
443,Dallas,0.2,3.984,1,Central,kariox,Consumer,phone,Second Class,9833,1.4442,75220,Texas
444,Akron,0.2,15.936,4,East,kariox,Consumer,phone,Second Class,3202,5.7768,44312,Ohio
445,Lawrence,0,447.86,7,East,kariox,Home Office,headset,Standard Class,5877,219.4514,1841,Massachusetts
446,New York City,0,5.04,2,East,kariox,Consumer,charger,Standard Class,7012,0.1512,10035,New York
447,Los Angeles,0.2,83.984,2,West,fynota,Corporate,colddrinks,Standard Class,1613,31.494,90008,California
448,Baltimore,0,116.28,3,East,kariox,Consumer,phone,Standard Class,2704,56.9772,21215,Maryland
449,Jackson,0,113.73,3,South,fynota,Consumer,colddrinks,Standard Class,7979,32.9817,39212,Mississippi
450,Akron,0.2,149.232,3,East,qexty,Consumer,shorts,Second Class,3201,3.7308,44312,Ohio
451,Jackson,0,659.97,3,South,fynota,Consumer,colddrinks,Standard Class,7978,197.991,39212,Mississippi
452,Chicago,0.2,719.976,3,Central,fynota,Corporate,fastfood,Standard Class,8553,134.9955,60623,Illinois
453,New York City,0,39.96,4,East,kariox,Corporate,phone,First Class,7860,17.982,10024,New York
454,New York City,0,235.95,3,East,kariox,Corporate,battery,First Class,7859,77.8635,10024,New York
